Comunidades y Ciudades Autónomas;Periodo;Total
19 Melilla;2005M06;27
19 Melilla;2005M05;27
19 Melilla;2005M04;32
19 Melilla;2005M03;42
19 Melilla;2005M02;38
19 Melilla;2005M01;44
19 Melilla;2004M12;42
19 Melilla;2004M11;34
19 Melilla;2004M10;38
19 Melilla;2004M09;48
19 Melilla;2004M08;38
19 Melilla;2004M07;32
19 Melilla;2004M06;28
19 Melilla;2004M05;39
19 Melilla;2004M04;29
19 Melilla;2004M03;40
19 Melilla;2004M02;48
19 Melilla;2004M01;39
19 Melilla;2003M12;39
19 Melilla;2003M11;29
19 Melilla;2003M10;40
19 Melilla;2003M09;41
19 Melilla;2003M08;44
19 Melilla;2003M07;41
19 Melilla;2003M06;33
19 Melilla;2003M05;30
19 Melilla;2003M04;42
19 Melilla;2003M03;41
19 Melilla;2003M02;35
19 Melilla;2003M01;39
19 Melilla;2002M12;30
19 Melilla;2002M11;40
19 Melilla;2002M10;34
19 Melilla;2002M09;28
19 Melilla;2002M08;32
19 Melilla;2002M07;33
19 Melilla;2002M06;32
19 Melilla;2002M05;32
19 Melilla;2002M04;42
19 Melilla;2002M03;49
19 Melilla;2002M02;47
19 Melilla;2002M01;47
19 Melilla;2001M12;37
19 Melilla;2001M11;32
19 Melilla;2001M10;40
19 Melilla;2001M09;34
19 Melilla;2001M08;34
19 Melilla;2001M07;30
19 Melilla;2001M06;28
19 Melilla;2001M05;21
19 Melilla;2001M04;31
19 Melilla;2001M03;43
19 Melilla;2001M02;39
19 Melilla;2001M01;30
19 Melilla;2000M12;41
19 Melilla;2000M11;26
19 Melilla;2000M10;27
19 Melilla;2000M09;32
19 Melilla;2000M08;32
19 Melilla;2000M07;43
19 Melilla;2000M06;35
19 Melilla;2000M05;32
19 Melilla;2000M04;32
19 Melilla;2000M03;35
19 Melilla;2000M02;37
19 Melilla;2000M01;53
19 Melilla;1999M12;39
19 Melilla;1999M11;29
19 Melilla;1999M10;23
19 Melilla;1999M09;22
19 Melilla;1999M08;28
19 Melilla;1999M07;41
19 Melilla;1999M06;31
19 Melilla;1999M05;38
19 Melilla;1999M04;33
19 Melilla;1999M03;33
19 Melilla;1999M02;40
19 Melilla;1999M01;46
19 Melilla;1998M12;43
19 Melilla;1998M11;32
19 Melilla;1998M10;31
19 Melilla;1998M09;50
19 Melilla;1998M08;35
19 Melilla;1998M07;36
19 Melilla;1998M06;42
19 Melilla;1998M05;32
19 Melilla;1998M04;35
19 Melilla;1998M03;41
19 Melilla;1998M02;36
19 Melilla;1998M01;37
19 Melilla;1997M12;32
19 Melilla;1997M11;42
19 Melilla;1997M10;44
19 Melilla;1997M09;23
19 Melilla;1997M08;22
19 Melilla;1997M07;39
19 Melilla;1997M06;26
19 Melilla;1997M05;38
19 Melilla;1997M04;35
19 Melilla;1997M03;30
19 Melilla;1997M02;35
19 Melilla;1997M01;50
19 Melilla;1996M12;34
19 Melilla;1996M11;34
19 Melilla;1996M10;29
19 Melilla;1996M09;32
19 Melilla;1996M08;35
19 Melilla;1996M07;29
19 Melilla;1996M06;20
19 Melilla;1996M05;35
19 Melilla;1996M04;20
19 Melilla;1996M03;37
19 Melilla;1996M02;36
19 Melilla;1996M01;49
19 Melilla;1995M12;28
19 Melilla;1995M11;34
19 Melilla;1995M10;30
19 Melilla;1995M09;32
19 Melilla;1995M08;36
19 Melilla;1995M07;27
19 Melilla;1995M06;37
19 Melilla;1995M05;32
19 Melilla;1995M04;33
19 Melilla;1995M03;38
19 Melilla;1995M02;31
19 Melilla;1995M01;43
19 Melilla;1994M12;34
19 Melilla;1994M11;32
19 Melilla;1994M10;30
19 Melilla;1994M09;29
19 Melilla;1994M08;32
19 Melilla;1994M07;43
19 Melilla;1994M06;37
19 Melilla;1994M05;34
19 Melilla;1994M04;45
19 Melilla;1994M03;46
19 Melilla;1994M02;32
19 Melilla;1994M01;37
19 Melilla;1993M12;42
19 Melilla;1993M11;40
19 Melilla;1993M10;26
19 Melilla;1993M09;32
19 Melilla;1993M08;27
19 Melilla;1993M07;33
19 Melilla;1993M06;21
19 Melilla;1993M05;34
19 Melilla;1993M04;19
19 Melilla;1993M03;32
19 Melilla;1993M02;29
19 Melilla;1993M01;34
19 Melilla;1992M12;22
19 Melilla;1992M11;21
19 Melilla;1992M10;27
19 Melilla;1992M09;25
19 Melilla;1992M08;23
19 Melilla;1992M07;20
19 Melilla;1992M06;25
19 Melilla;1992M05;37
19 Melilla;1992M04;20
19 Melilla;1992M03;30
19 Melilla;1992M02;29
19 Melilla;1992M01;44
19 Melilla;1991M12;31
19 Melilla;1991M11;35
19 Melilla;1991M10;31
19 Melilla;1991M09;37
19 Melilla;1991M08;21
19 Melilla;1991M07;21
19 Melilla;1991M06;25
19 Melilla;1991M05;35
19 Melilla;1991M04;34
19 Melilla;1991M03;26
19 Melilla;1991M02;30
19 Melilla;1991M01;32
19 Melilla;1990M12;39
19 Melilla;1990M11;33
19 Melilla;1990M10;25
19 Melilla;1990M09;32
19 Melilla;1990M08;27
19 Melilla;1990M07;26
19 Melilla;1990M06;27
19 Melilla;1990M05;27
19 Melilla;1990M04;27
19 Melilla;1990M03;36
19 Melilla;1990M02;25
19 Melilla;1990M01;47
19 Melilla;1989M12;33
19 Melilla;1989M11;42
19 Melilla;1989M10;26
19 Melilla;1989M09;30
19 Melilla;1989M08;43
19 Melilla;1989M07;33
19 Melilla;1989M06;27
19 Melilla;1989M05;30
19 Melilla;1989M04;33
19 Melilla;1989M03;29
19 Melilla;1989M02;34
19 Melilla;1989M01;35
19 Melilla;1988M12;40
19 Melilla;1988M11;38
19 Melilla;1988M10;40
19 Melilla;1988M09;27
19 Melilla;1988M08;55
19 Melilla;1988M07;35
19 Melilla;1988M06;23
19 Melilla;1988M05;31
19 Melilla;1988M04;27
19 Melilla;1988M03;36
19 Melilla;1988M02;30
19 Melilla;1988M01;37
19 Melilla;1987M12;27
19 Melilla;1987M11;27
19 Melilla;1987M10;30
19 Melilla;1987M09;23
19 Melilla;1987M08;39
19 Melilla;1987M07;29
19 Melilla;1987M06;30
19 Melilla;1987M05;20
19 Melilla;1987M04;30
19 Melilla;1987M03;21
19 Melilla;1987M02;25
19 Melilla;1987M01;46
19 Melilla;1986M12;30
19 Melilla;1986M11;34
19 Melilla;1986M10;25
19 Melilla;1986M09;33
19 Melilla;1986M08;40
19 Melilla;1986M07;30
19 Melilla;1986M06;36
19 Melilla;1986M05;26
19 Melilla;1986M04;21
19 Melilla;1986M03;31
19 Melilla;1986M02;30
19 Melilla;1986M01;40
19 Melilla;1985M12;29
19 Melilla;1985M11;27
19 Melilla;1985M10;29
19 Melilla;1985M09;27
19 Melilla;1985M08;23
19 Melilla;1985M07;29
19 Melilla;1985M06;27
19 Melilla;1985M05;37
19 Melilla;1985M04;33
19 Melilla;1985M03;23
19 Melilla;1985M02;37
19 Melilla;1985M01;55
19 Melilla;1984M12;37
19 Melilla;1984M11;31
19 Melilla;1984M10;23
19 Melilla;1984M09;25
19 Melilla;1984M08;31
19 Melilla;1984M07;39
19 Melilla;1984M06;28
19 Melilla;1984M05;33
19 Melilla;1984M04;31
19 Melilla;1984M03;37
19 Melilla;1984M02;29
19 Melilla;1984M01;37
19 Melilla;1983M12;25
19 Melilla;1983M11;29
19 Melilla;1983M10;26
19 Melilla;1983M09;21
19 Melilla;1983M08;28
19 Melilla;1983M07;28
19 Melilla;1983M06;31
19 Melilla;1983M05;30
19 Melilla;1983M04;31
19 Melilla;1983M03;29
19 Melilla;1983M02;31
19 Melilla;1983M01;50
19 Melilla;1982M12;41
19 Melilla;1982M11;37
19 Melilla;1982M10;27
19 Melilla;1982M09;26
19 Melilla;1982M08;39
19 Melilla;1982M07;28
19 Melilla;1982M06;31
19 Melilla;1982M05;36
19 Melilla;1982M04;24
19 Melilla;1982M03;32
19 Melilla;1982M02;35
19 Melilla;1982M01;32
19 Melilla;1981M12;21
19 Melilla;1981M11;34
19 Melilla;1981M10;31
19 Melilla;1981M09;25
19 Melilla;1981M08;37
19 Melilla;1981M07;28
19 Melilla;1981M06;17
19 Melilla;1981M05;28
19 Melilla;1981M04;31
19 Melilla;1981M03;40
19 Melilla;1981M02;32
19 Melilla;1981M01;29
19 Melilla;1980M12;29
19 Melilla;1980M11;36
19 Melilla;1980M10;27
19 Melilla;1980M09;32
19 Melilla;1980M08;31
19 Melilla;1980M07;31
19 Melilla;1980M06;28
19 Melilla;1980M05;40
19 Melilla;1980M04;29
19 Melilla;1980M03;21
19 Melilla;1980M02;34
19 Melilla;1980M01;44
19 Melilla;1979M12;31
19 Melilla;1979M11;26
19 Melilla;1979M10;35
19 Melilla;1979M09;38
19 Melilla;1979M08;34
19 Melilla;1979M07;34
19 Melilla;1979M06;29
19 Melilla;1979M05;28
19 Melilla;1979M04;30
19 Melilla;1979M03;56
19 Melilla;1979M02;34
19 Melilla;1979M01;40
19 Melilla;1978M12;27
19 Melilla;1978M11;24
19 Melilla;1978M10;44
19 Melilla;1978M09;34
19 Melilla;1978M08;33
19 Melilla;1978M07;27
19 Melilla;1978M06;38
19 Melilla;1978M05;37
19 Melilla;1978M04;26
19 Melilla;1978M03;41
19 Melilla;1978M02;48
19 Melilla;1978M01;48
19 Melilla;1977M12;46
19 Melilla;1977M11;34
19 Melilla;1977M10;21
19 Melilla;1977M09;17
19 Melilla;1977M08;36
19 Melilla;1977M07;32
19 Melilla;1977M06;24
19 Melilla;1977M05;27
19 Melilla;1977M04;33
19 Melilla;1977M03;37
19 Melilla;1977M02;26
19 Melilla;1977M01;37
19 Melilla;1976M12;37
19 Melilla;1976M11;30
19 Melilla;1976M10;25
19 Melilla;1976M09;31
19 Melilla;1976M08;39
19 Melilla;1976M07;39
19 Melilla;1976M06;24
19 Melilla;1976M05;28
19 Melilla;1976M04;34
19 Melilla;1976M03;36
19 Melilla;1976M02;35
19 Melilla;1976M01;33
19 Melilla;1975M12;37
19 Melilla;1975M11;34
19 Melilla;1975M10;26
19 Melilla;1975M09;28
19 Melilla;1975M08;36
19 Melilla;1975M07;31
19 Melilla;1975M06;23
19 Melilla;1975M05;34
19 Melilla;1975M04;39
19 Melilla;1975M03;37
19 Melilla;1975M02;32
19 Melilla;1975M01;58
18 Ceuta;2018M12;39
18 Ceuta;2018M11;47
18 Ceuta;2018M10;45
18 Ceuta;2018M09;37
18 Ceuta;2018M08;42
18 Ceuta;2018M07;37
18 Ceuta;2018M06;39
18 Ceuta;2018M05;48
18 Ceuta;2018M04;38
18 Ceuta;2018M03;54
18 Ceuta;2018M02;57
18 Ceuta;2018M01;52
18 Ceuta;2017M12;49
18 Ceuta;2017M11;41
18 Ceuta;2017M10;51
18 Ceuta;2017M09;45
18 Ceuta;2017M08;47
18 Ceuta;2017M07;42
18 Ceuta;2017M06;48
18 Ceuta;2017M05;40
18 Ceuta;2017M04;45
18 Ceuta;2017M03;50
18 Ceuta;2017M02;46
18 Ceuta;2017M01;56
18 Ceuta;2016M12;54
18 Ceuta;2016M11;35
18 Ceuta;2016M10;38
18 Ceuta;2016M09;34
18 Ceuta;2016M08;46
18 Ceuta;2016M07;45
18 Ceuta;2016M06;44
18 Ceuta;2016M05;34
18 Ceuta;2016M04;33
18 Ceuta;2016M03;44
18 Ceuta;2016M02;51
18 Ceuta;2016M01;50
18 Ceuta;2015M12;57
18 Ceuta;2015M11;38
18 Ceuta;2015M10;39
18 Ceuta;2015M09;33
18 Ceuta;2015M08;46
18 Ceuta;2015M07;44
18 Ceuta;2015M06;31
18 Ceuta;2015M05;29
18 Ceuta;2015M04;45
18 Ceuta;2015M03;47
18 Ceuta;2015M02;53
18 Ceuta;2015M01;42
18 Ceuta;2014M12;50
18 Ceuta;2014M11;45
18 Ceuta;2014M10;39
18 Ceuta;2014M09;40
18 Ceuta;2014M08;50
18 Ceuta;2014M07;29
18 Ceuta;2014M06;29
18 Ceuta;2014M05;43
18 Ceuta;2014M04;44
18 Ceuta;2014M03;50
18 Ceuta;2014M02;38
18 Ceuta;2014M01;52
18 Ceuta;2013M12;51
18 Ceuta;2013M11;42
18 Ceuta;2013M10;35
18 Ceuta;2013M09;44
18 Ceuta;2013M08;40
18 Ceuta;2013M07;49
18 Ceuta;2013M06;40
18 Ceuta;2013M05;42
18 Ceuta;2013M04;42
18 Ceuta;2013M03;43
18 Ceuta;2013M02;56
18 Ceuta;2013M01;47
18 Ceuta;2012M12;36
18 Ceuta;2012M11;39
18 Ceuta;2012M10;51
18 Ceuta;2012M09;38
18 Ceuta;2012M08;25
18 Ceuta;2012M07;31
18 Ceuta;2012M06;48
18 Ceuta;2012M05;39
18 Ceuta;2012M04;49
18 Ceuta;2012M03;41
18 Ceuta;2012M02;41
18 Ceuta;2012M01;49
18 Ceuta;2011M12;57
18 Ceuta;2011M11;53
18 Ceuta;2011M10;40
18 Ceuta;2011M09;31
18 Ceuta;2011M08;32
18 Ceuta;2011M07;38
18 Ceuta;2011M06;38
18 Ceuta;2011M05;35
18 Ceuta;2011M04;45
18 Ceuta;2011M03;44
18 Ceuta;2011M02;57
18 Ceuta;2011M01;45
18 Ceuta;2010M12;52
18 Ceuta;2010M11;44
18 Ceuta;2010M10;42
18 Ceuta;2010M09;41
18 Ceuta;2010M08;40
18 Ceuta;2010M07;39
18 Ceuta;2010M06;37
18 Ceuta;2010M05;39
18 Ceuta;2010M04;48
18 Ceuta;2010M03;54
18 Ceuta;2010M02;47
18 Ceuta;2010M01;53
18 Ceuta;2009M12;58
18 Ceuta;2009M11;43
18 Ceuta;2009M10;37
18 Ceuta;2009M09;37
18 Ceuta;2009M08;38
18 Ceuta;2009M07;43
18 Ceuta;2009M06;44
18 Ceuta;2009M05;45
18 Ceuta;2009M04;46
18 Ceuta;2009M03;52
18 Ceuta;2009M02;59
18 Ceuta;2009M01;48
18 Ceuta;2008M12;51
18 Ceuta;2008M11;35
18 Ceuta;2008M10;28
18 Ceuta;2008M09;35
18 Ceuta;2008M08;36
18 Ceuta;2008M07;48
18 Ceuta;2008M06;50
18 Ceuta;2008M05;29
18 Ceuta;2008M04;38
18 Ceuta;2008M03;52
18 Ceuta;2008M02;48
18 Ceuta;2008M01;47
18 Ceuta;2007M12;44
18 Ceuta;2007M11;38
18 Ceuta;2007M10;31
18 Ceuta;2007M09;42
18 Ceuta;2007M08;46
18 Ceuta;2007M07;38
18 Ceuta;2007M06;55
18 Ceuta;2007M05;40
18 Ceuta;2007M04;47
18 Ceuta;2007M03;45
18 Ceuta;2007M02;55
18 Ceuta;2007M01;56
18 Ceuta;2006M12;43
18 Ceuta;2006M11;45
18 Ceuta;2006M10;29
18 Ceuta;2006M09;28
18 Ceuta;2006M08;34
18 Ceuta;2006M07;33
18 Ceuta;2006M06;29
18 Ceuta;2006M05;50
18 Ceuta;2006M04;47
18 Ceuta;2006M03;54
18 Ceuta;2006M02;43
18 Ceuta;2006M01;44
18 Ceuta;2005M12;48
18 Ceuta;2005M11;32
18 Ceuta;2005M10;32
18 Ceuta;2005M09;26
18 Ceuta;2005M08;35
18 Ceuta;2005M07;40
18 Ceuta;2005M06;32
18 Ceuta;2005M05;50
18 Ceuta;2005M04;38
18 Ceuta;2005M03;44
18 Ceuta;2005M02;59
18 Ceuta;2005M01;61
18 Ceuta;2004M12;51
18 Ceuta;2004M11;42
18 Ceuta;2004M10;43
18 Ceuta;2004M09;45
18 Ceuta;2004M08;29
18 Ceuta;2004M07;32
18 Ceuta;2004M06;37
18 Ceuta;2004M05;45
18 Ceuta;2004M04;35
18 Ceuta;2004M03;44
18 Ceuta;2004M02;34
18 Ceuta;2004M01;54
18 Ceuta;2003M12;49
18 Ceuta;2003M11;52
18 Ceuta;2003M10;35
18 Ceuta;2003M09;28
18 Ceuta;2003M08;42
18 Ceuta;2003M07;38
18 Ceuta;2003M06;49
18 Ceuta;2003M05;35
18 Ceuta;2003M04;35
18 Ceuta;2003M03;40
18 Ceuta;2003M02;46
18 Ceuta;2003M01;46
18 Ceuta;2002M12;43
18 Ceuta;2002M11;36
18 Ceuta;2002M10;36
18 Ceuta;2002M09;39
18 Ceuta;2002M08;30
18 Ceuta;2002M07;44
18 Ceuta;2002M06;46
18 Ceuta;2002M05;45
18 Ceuta;2002M04;43
18 Ceuta;2002M03;54
18 Ceuta;2002M02;42
18 Ceuta;2002M01;51
18 Ceuta;2001M12;44
18 Ceuta;2001M11;40
18 Ceuta;2001M10;30
18 Ceuta;2001M09;43
18 Ceuta;2001M08;35
18 Ceuta;2001M07;35
18 Ceuta;2001M06;37
18 Ceuta;2001M05;39
18 Ceuta;2001M04;38
18 Ceuta;2001M03;41
18 Ceuta;2001M02;37
18 Ceuta;2001M01;38
18 Ceuta;2000M12;24
18 Ceuta;2000M11;37
18 Ceuta;2000M10;35
18 Ceuta;2000M09;29
18 Ceuta;2000M08;43
18 Ceuta;2000M07;41
18 Ceuta;2000M06;41
18 Ceuta;2000M05;38
18 Ceuta;2000M04;39
18 Ceuta;2000M03;37
18 Ceuta;2000M02;36
18 Ceuta;2000M01;51
18 Ceuta;1999M12;49
18 Ceuta;1999M11;39
18 Ceuta;1999M10;35
18 Ceuta;1999M09;36
18 Ceuta;1999M08;31
18 Ceuta;1999M07;44
18 Ceuta;1999M06;35
18 Ceuta;1999M05;43
18 Ceuta;1999M04;36
18 Ceuta;1999M03;42
18 Ceuta;1999M02;60
18 Ceuta;1999M01;47
18 Ceuta;1998M12;58
18 Ceuta;1998M11;38
18 Ceuta;1998M10;41
18 Ceuta;1998M09;41
18 Ceuta;1998M08;36
18 Ceuta;1998M07;57
18 Ceuta;1998M06;41
18 Ceuta;1998M05;29
18 Ceuta;1998M04;48
18 Ceuta;1998M03;47
18 Ceuta;1998M02;47
18 Ceuta;1998M01;43
18 Ceuta;1997M12;39
18 Ceuta;1997M11;34
18 Ceuta;1997M10;49
18 Ceuta;1997M09;49
18 Ceuta;1997M08;41
18 Ceuta;1997M07;34
18 Ceuta;1997M06;29
18 Ceuta;1997M05;45
18 Ceuta;1997M04;33
18 Ceuta;1997M03;47
18 Ceuta;1997M02;38
18 Ceuta;1997M01;58
18 Ceuta;1996M12;58
18 Ceuta;1996M11;38
18 Ceuta;1996M10;49
18 Ceuta;1996M09;34
18 Ceuta;1996M08;50
18 Ceuta;1996M07;38
18 Ceuta;1996M06;39
18 Ceuta;1996M05;46
18 Ceuta;1996M04;28
18 Ceuta;1996M03;33
18 Ceuta;1996M02;53
18 Ceuta;1996M01;47
18 Ceuta;1995M12;39
18 Ceuta;1995M11;42
18 Ceuta;1995M10;26
18 Ceuta;1995M09;36
18 Ceuta;1995M08;47
18 Ceuta;1995M07;39
18 Ceuta;1995M06;38
18 Ceuta;1995M05;32
18 Ceuta;1995M04;48
18 Ceuta;1995M03;46
18 Ceuta;1995M02;26
18 Ceuta;1995M01;32
18 Ceuta;1994M12;36
18 Ceuta;1994M11;30
18 Ceuta;1994M10;40
18 Ceuta;1994M09;45
18 Ceuta;1994M08;36
18 Ceuta;1994M07;58
18 Ceuta;1994M06;47
18 Ceuta;1994M05;39
18 Ceuta;1994M04;33
18 Ceuta;1994M03;40
18 Ceuta;1994M02;35
18 Ceuta;1994M01;36
18 Ceuta;1993M12;49
18 Ceuta;1993M11;32
18 Ceuta;1993M10;21
18 Ceuta;1993M09;38
18 Ceuta;1993M08;42
18 Ceuta;1993M07;34
18 Ceuta;1993M06;31
18 Ceuta;1993M05;41
18 Ceuta;1993M04;37
18 Ceuta;1993M03;37
18 Ceuta;1993M02;44
18 Ceuta;1993M01;50
18 Ceuta;1992M12;39
18 Ceuta;1992M11;36
18 Ceuta;1992M10;29
18 Ceuta;1992M09;30
18 Ceuta;1992M08;41
18 Ceuta;1992M07;41
18 Ceuta;1992M06;27
18 Ceuta;1992M05;32
18 Ceuta;1992M04;44
18 Ceuta;1992M03;46
18 Ceuta;1992M02;48
18 Ceuta;1992M01;47
18 Ceuta;1991M12;41
18 Ceuta;1991M11;50
18 Ceuta;1991M10;32
18 Ceuta;1991M09;27
18 Ceuta;1991M08;45
18 Ceuta;1991M07;42
18 Ceuta;1991M06;36
18 Ceuta;1991M05;41
18 Ceuta;1991M04;43
18 Ceuta;1991M03;47
18 Ceuta;1991M02;41
18 Ceuta;1991M01;42
18 Ceuta;1990M12;51
18 Ceuta;1990M11;39
18 Ceuta;1990M10;36
18 Ceuta;1990M09;40
18 Ceuta;1990M08;39
18 Ceuta;1990M07;37
18 Ceuta;1990M06;32
18 Ceuta;1990M05;46
18 Ceuta;1990M04;39
18 Ceuta;1990M03;52
18 Ceuta;1990M02;39
18 Ceuta;1990M01;52
18 Ceuta;1989M12;49
18 Ceuta;1989M11;37
18 Ceuta;1989M10;33
18 Ceuta;1989M09;38
18 Ceuta;1989M08;36
18 Ceuta;1989M07;39
18 Ceuta;1989M06;33
18 Ceuta;1989M05;32
18 Ceuta;1989M04;39
18 Ceuta;1989M03;54
18 Ceuta;1989M02;45
18 Ceuta;1989M01;56
18 Ceuta;1988M12;47
18 Ceuta;1988M11;22
18 Ceuta;1988M10;35
18 Ceuta;1988M09;44
18 Ceuta;1988M08;41
18 Ceuta;1988M07;38
18 Ceuta;1988M06;32
18 Ceuta;1988M05;37
18 Ceuta;1988M04;32
18 Ceuta;1988M03;44
18 Ceuta;1988M02;39
18 Ceuta;1988M01;34
18 Ceuta;1987M12;51
18 Ceuta;1987M11;27
18 Ceuta;1987M10;33
18 Ceuta;1987M09;39
18 Ceuta;1987M08;16
18 Ceuta;1987M07;39
18 Ceuta;1987M06;32
18 Ceuta;1987M05;35
18 Ceuta;1987M04;44
18 Ceuta;1987M03;38
18 Ceuta;1987M02;22
18 Ceuta;1987M01;59
18 Ceuta;1986M12;39
18 Ceuta;1986M11;33
18 Ceuta;1986M10;45
18 Ceuta;1986M09;33
18 Ceuta;1986M08;35
18 Ceuta;1986M07;44
18 Ceuta;1986M06;49
18 Ceuta;1986M05;36
18 Ceuta;1986M04;30
18 Ceuta;1986M03;47
18 Ceuta;1986M02;36
18 Ceuta;1986M01;43
18 Ceuta;1985M12;37
18 Ceuta;1985M11;30
18 Ceuta;1985M10;34
18 Ceuta;1985M09;50
18 Ceuta;1985M08;38
18 Ceuta;1985M07;53
18 Ceuta;1985M06;46
18 Ceuta;1985M05;32
18 Ceuta;1985M04;34
18 Ceuta;1985M03;50
18 Ceuta;1985M02;45
18 Ceuta;1985M01;42
18 Ceuta;1984M12;33
18 Ceuta;1984M11;39
18 Ceuta;1984M10;37
18 Ceuta;1984M09;27
18 Ceuta;1984M08;37
18 Ceuta;1984M07;34
18 Ceuta;1984M06;44
18 Ceuta;1984M05;42
18 Ceuta;1984M04;33
18 Ceuta;1984M03;36
18 Ceuta;1984M02;36
18 Ceuta;1984M01;49
18 Ceuta;1983M12;31
18 Ceuta;1983M11;42
18 Ceuta;1983M10;31
18 Ceuta;1983M09;30
18 Ceuta;1983M08;33
18 Ceuta;1983M07;41
18 Ceuta;1983M06;36
18 Ceuta;1983M05;37
18 Ceuta;1983M04;31
18 Ceuta;1983M03;55
18 Ceuta;1983M02;34
18 Ceuta;1983M01;42
18 Ceuta;1982M12;51
18 Ceuta;1982M11;42
18 Ceuta;1982M10;30
18 Ceuta;1982M09;73
18 Ceuta;1982M08;33
18 Ceuta;1982M07;40
18 Ceuta;1982M06;41
18 Ceuta;1982M05;37
18 Ceuta;1982M04;35
18 Ceuta;1982M03;32
18 Ceuta;1982M02;44
18 Ceuta;1982M01;41
18 Ceuta;1981M12;28
18 Ceuta;1981M11;38
18 Ceuta;1981M10;31
18 Ceuta;1981M09;33
18 Ceuta;1981M08;36
18 Ceuta;1981M07;40
18 Ceuta;1981M06;38
18 Ceuta;1981M05;47
18 Ceuta;1981M04;40
18 Ceuta;1981M03;52
18 Ceuta;1981M02;40
18 Ceuta;1981M01;56
18 Ceuta;1980M12;49
18 Ceuta;1980M11;34
18 Ceuta;1980M10;43
18 Ceuta;1980M09;32
18 Ceuta;1980M08;40
18 Ceuta;1980M07;37
18 Ceuta;1980M06;38
18 Ceuta;1980M05;53
18 Ceuta;1980M04;43
18 Ceuta;1980M03;49
18 Ceuta;1980M02;41
18 Ceuta;1980M01;51
18 Ceuta;1979M12;51
18 Ceuta;1979M11;42
18 Ceuta;1979M10;50
18 Ceuta;1979M09;37
18 Ceuta;1979M08;36
18 Ceuta;1979M07;40
18 Ceuta;1979M06;33
18 Ceuta;1979M05;46
18 Ceuta;1979M04;41
18 Ceuta;1979M03;47
18 Ceuta;1979M02;53
18 Ceuta;1979M01;50
18 Ceuta;1978M12;44
18 Ceuta;1978M11;43
18 Ceuta;1978M10;43
18 Ceuta;1978M09;37
18 Ceuta;1978M08;44
18 Ceuta;1978M07;40
18 Ceuta;1978M06;43
18 Ceuta;1978M05;46
18 Ceuta;1978M04;39
18 Ceuta;1978M03;45
18 Ceuta;1978M02;37
18 Ceuta;1978M01;57
18 Ceuta;1977M12;35
18 Ceuta;1977M11;40
18 Ceuta;1977M10;28
18 Ceuta;1977M09;37
18 Ceuta;1977M08;31
18 Ceuta;1977M07;30
18 Ceuta;1977M06;44
18 Ceuta;1977M05;40
18 Ceuta;1977M04;46
18 Ceuta;1977M03;45
18 Ceuta;1977M02;41
18 Ceuta;1977M01;54
18 Ceuta;1976M12;48
18 Ceuta;1976M11;43
18 Ceuta;1976M10;36
18 Ceuta;1976M09;41
18 Ceuta;1976M08;37
18 Ceuta;1976M07;33
18 Ceuta;1976M06;31
18 Ceuta;1976M05;45
18 Ceuta;1976M04;45
18 Ceuta;1976M03;55
18 Ceuta;1976M02;43
18 Ceuta;1976M01;58
18 Ceuta;1975M12;46
18 Ceuta;1975M11;35
18 Ceuta;1975M10;27
18 Ceuta;1975M09;35
18 Ceuta;1975M08;42
18 Ceuta;1975M07;40
18 Ceuta;1975M06;42
18 Ceuta;1975M05;52
18 Ceuta;1975M04;38
18 Ceuta;1975M03;26
18 Ceuta;1975M02;48
18 Ceuta;1975M01;43
17 Rioja, La;2018M12;285
17 Rioja, La;2018M11;249
17 Rioja, La;2018M10;267
17 Rioja, La;2018M09;243
17 Rioja, La;2018M08;250
17 Rioja, La;2018M07;250
17 Rioja, La;2018M06;219
17 Rioja, La;2018M05;261
17 Rioja, La;2018M04;285
17 Rioja, La;2018M03;322
17 Rioja, La;2018M02;240
17 Rioja, La;2018M01;334
17 Rioja, La;2017M12;293
17 Rioja, La;2017M11;256
17 Rioja, La;2017M10;236
17 Rioja, La;2017M09;227
17 Rioja, La;2017M08;238
17 Rioja, La;2017M07;218
17 Rioja, La;2017M06;261
17 Rioja, La;2017M05;242
17 Rioja, La;2017M04;215
17 Rioja, La;2017M03;257
17 Rioja, La;2017M02;249
17 Rioja, La;2017M01;360
17 Rioja, La;2016M12;279
17 Rioja, La;2016M11;249
17 Rioja, La;2016M10;251
17 Rioja, La;2016M09;239
17 Rioja, La;2016M08;233
17 Rioja, La;2016M07;246
17 Rioja, La;2016M06;201
17 Rioja, La;2016M05;254
17 Rioja, La;2016M04;242
17 Rioja, La;2016M03;234
17 Rioja, La;2016M02;256
17 Rioja, La;2016M01;283
17 Rioja, La;2015M12;260
17 Rioja, La;2015M11;258
17 Rioja, La;2015M10;227
17 Rioja, La;2015M09;217
17 Rioja, La;2015M08;248
17 Rioja, La;2015M07;235
17 Rioja, La;2015M06;229
17 Rioja, La;2015M05;258
17 Rioja, La;2015M04;251
17 Rioja, La;2015M03;279
17 Rioja, La;2015M02;300
17 Rioja, La;2015M01;331
17 Rioja, La;2014M12;264
17 Rioja, La;2014M11;230
17 Rioja, La;2014M10;241
17 Rioja, La;2014M09;229
17 Rioja, La;2014M08;232
17 Rioja, La;2014M07;220
17 Rioja, La;2014M06;229
17 Rioja, La;2014M05;227
17 Rioja, La;2014M04;224
17 Rioja, La;2014M03;259
